gene,Strategy,csy interval,csy start age,run type,QALYs,Life-years,CRC incidence,CRC death,cost,colonoscopies,csy comps
MLH1,"Q1Y, Start age: 25",1,25,D_matrix_MLH1_1_25_both_genders.csv,19.660462645791366,28.897145167618415,0.08027238224994003,0.0,22489.83079214434,25.831120777593316,0.024923714622520816
MLH1,"Q1Y, Start age: 30",1,30,D_matrix_MLH1_1_30_both_genders.csv,21.306644322535288,31.48650693063569,0.11463116417575418,0.0,26994.424716860376,20.96182108750551,0.020591209130104007
MLH1,"Q1Y, Start age: 35",1,35,D_matrix_MLH1_1_35_both_genders.csv,22.58310113467358,33.6476153863332,0.14775700064401018,0.0,29647.049614220246,17.292052797022787,0.017245825513699076
MLH1,"Q1Y, Start age: 40",1,40,D_matrix_MLH1_1_40_both_genders.csv,23.4034140276475,35.12439827381999,0.1800146143463665,0.0,31640.73222434432,13.48620195688596,0.013848713531207944
MLH1,"Q2Y, Start age: 25",2,25,D_matrix_MLH1_2_25_both_genders.csv,19.749307866033227,29.011414362769425,0.0977788531716984,0.0,16680.128269871297,13.653694579253951,0.015105364265811948
MLH1,"Q2Y, Start age: 30",2,30,D_matrix_MLH1_2_30_both_genders.csv,21.380543522724363,31.578206108998927,0.13052980317604349,0.0,22245.897711525835,11.169569532248325,0.012695299976810457
MLH1,"Q2Y, Start age: 35",2,35,D_matrix_MLH1_2_35_both_genders.csv,22.638653999354343,33.71880389314174,0.16205675377655426,0.0,26494.077716863685,8.8699969595276,0.010458982370732107
MLH1,"Q2Y, Start age: 40",2,40,D_matrix_MLH1_2_40_both_genders.csv,23.444603951963437,35.1740228067261,0.1922154361948021,0.0,29237.897046531318,7.346270870842944,0.008901373204719301
MLH1,"Q3Y, Start age: 25",3,25,D_matrix_MLH1_3_25_both_genders.csv,19.755470227459632,29.014941861425633,0.10419865448277214,0.0,15175.372177258469,9.575954784124017,0.011804690099021771
MLH1,"Q3Y, Start age: 30",3,30,D_matrix_MLH1_3_30_both_genders.csv,21.38854072947667,31.586964267643797,0.13669440120083393,0.0,21251.5070513368,7.869478204777156,0.010023887267295374
MLH1,"Q3Y, Start age: 35",3,35,D_matrix_MLH1_3_35_both_genders.csv,22.65055539994499,33.729499642463,0.1678785232130559,0.0,25261.585573261324,6.2878444278366015,0.008368388713580081
MLH1,"Q3Y, Start age: 40",3,40,D_matrix_MLH1_3_40_both_genders.csv,23.4506181868559,35.183748355579006,0.19741570410089565,0.0,28953.55981879837,4.734559513819533,0.00679407778335446
MLH1,"Q4Y, Start age: 25",4,25,D_matrix_MLH1_4_25_both_genders.csv,19.871825412465803,29.454440371949456,0.17695373750577403,0.0,22634.39051993028,7.084776090369956,0.009457019428555766
MLH1,"Q4Y, Start age: 30",4,30,D_matrix_MLH1_4_30_both_genders.csv,21.48950348560558,31.943855590185212,0.203360882476263,0.0,26651.0263833228,5.407943385064785,0.007763856710528818
MLH1,"Q4Y, Start age: 35",4,35,D_matrix_MLH1_4_35_both_genders.csv,22.728657153642352,34.00944103855923,0.2284123339353927,0.0,29757.02790111777,4.73531150290886,0.0068941128046399475
MLH1,"Q4Y, Start age: 40",4,40,D_matrix_MLH1_4_40_both_genders.csv,23.50505136222962,35.38004394248754,0.24962958143471078,0.0,31997.8251970721,4.006809010846889,0.006043494060400702
MLH1,"Q5Y, Start age: 25",5,25,D_matrix_MLH1_5_25_both_genders.csv,19.945090313065148,29.73941115776261,0.2216498363028636,0.0,27821.541769894644,5.723329974416102,0.008131802364654401
MLH1,"Q5Y, Start age: 30",5,30,D_matrix_MLH1_5_30_both_genders.csv,21.55126600439931,32.18115216677941,0.24494719387755104,0.0,31251.435914857553,4.053534269916721,0.006484822079472507
MLH1,"Q5Y, Start age: 35",5,35,D_matrix_MLH1_5_35_both_genders.csv,22.780726543494577,34.20009088804111,0.26672210787524814,0.0,33164.92222252599,3.4022540818117393,0.005670011583403935
MLH1,"Q5Y, Start age: 40",5,40,D_matrix_MLH1_5_40_both_genders.csv,23.542395674797444,35.51708386947342,0.28316157518157187,0.0,34379.53195108918,2.7459004888091596,0.00491949655601048
MSH2,"Q1Y, Start age: 25",1,25,D_matrix_MSH2_1_25_both_genders.csv,19.491781579553237,28.4904770929934,0.04967578400498073,0.0,19023.7615213281,26.717326508435924,0.02579705316712962
MSH2,"Q1Y, Start age: 30",1,30,D_matrix_MSH2_1_30_both_genders.csv,21.195898971036485,31.009615414445722,0.06046696929381614,0.0,18284.19837152157,22.909249061636338,0.022511356469749902
MSH2,"Q1Y, Start age: 35",1,35,D_matrix_MSH2_1_35_both_genders.csv,22.585434731001417,33.23150615426736,0.07224154892280277,0.0,16818.133282873623,19.910947609970243,0.019859715739333674
MSH2,"Q1Y, Start age: 40",1,40,D_matrix_MSH2_1_40_both_genders.csv,23.507090164523895,34.802567578551034,0.08863305278144135,0.0,16117.303919844684,16.2218415173084,0.01665323668138564
MSH2,"Q2Y, Start age: 25",2,25,D_matrix_MSH2_2_25_both_genders.csv,19.560458961946516,28.538763244742878,0.061248046809991845,0.0,12000.74463929691,14.242633667007075,0.015782451796527194
MSH2,"Q2Y, Start age: 30",2,30,D_matrix_MSH2_2_30_both_genders.csv,21.258245548250688,31.05671976581719,0.0726672479329132,0.0,12410.302903064092,12.29320603284945,0.013983970267282689
MSH2,"Q2Y, Start age: 35",2,35,D_matrix_MSH2_2_35_both_genders.csv,22.6369352090404,33.27868875184696,0.08523871254141982,0.0,12777.461739650545,10.273755694589177,0.012114676792383318
