gene,Strategy,csy interval,csy start age,run type,QALYs,Life-years,CRC incidence,CRC death,cost,colonoscopies,csy comps
MLH1,"Q1Y, Start age: 25",1,25,D_matrix_MLH1_1_25_both_genders.csv,29.50940016825424,46.47698051631306,0.26711281086321575,0.03230132065841266,32695.037086886274,42.44538105806982,0.03823107509759827
MLH1,"Q1Y, Start age: 30",1,30,D_matrix_MLH1_1_30_both_genders.csv,29.31607962557607,46.14708273902893,0.2849656108477713,0.04225146784436115,30983.26417884598,35.601886255828106,0.03244937585485323
MLH1,"Q1Y, Start age: 35",1,35,D_matrix_MLH1_1_35_both_genders.csv,29.166104638283453,45.877942275655506,0.3030687214156934,0.05141916501744176,28775.83591967552,30.039264413455488,0.027686377113227967
MLH1,"Q1Y, Start age: 40",1,40,D_matrix_MLH1_1_40_both_genders.csv,28.96911549560861,45.5288795080178,0.3316349496187451,0.0648832002922865,27729.222741254547,24.392714544140794,0.022848351428910788
MLH1,"Q2Y, Start age: 25",2,25,D_matrix_MLH1_2_25_both_genders.csv,29.43675733091835,46.290697301589375,0.3259081648217675,0.04331269962454067,27264.500605934096,29.593642263243552,0.027879252561800818
MLH1,"Q2Y, Start age: 30",2,30,D_matrix_MLH1_2_30_both_genders.csv,29.25324294620283,45.9852741678639,0.3411305167037056,0.0524113454339605,26634.178039049602,24.866916535482915,0.023792892704769183
MLH1,"Q2Y, Start age: 35",2,35,D_matrix_MLH1_2_35_both_genders.csv,29.10363602724423,45.73359259684337,0.35684539789701697,0.06088873920480793,26151.29954124165,20.5012950027721,0.019987911441358558
MLH1,"Q2Y, Start age: 40",2,40,D_matrix_MLH1_2_40_both_genders.csv,28.916111298793663,45.40993738203798,0.38138668676128507,0.07324206340015549,25951.927633543477,17.289066501979367,0.01710488823886133
MLH1,"Q3Y, Start age: 25",3,25,D_matrix_MLH1_3_25_both_genders.csv,29.361094666226684,46.13819458301503,0.3540575850743667,0.05184891484467657,25915.277340880624,25.19879171136848,0.02432816580724127
MLH1,"Q3Y, Start age: 30",3,30,D_matrix_MLH1_3_30_both_genders.csv,29.187001601969385,45.85423548183027,0.3680544662397275,0.06020686588112833,25882.240456286083,21.18331149793704,0.02081177020188107
MLH1,"Q3Y, Start age: 35",3,35,D_matrix_MLH1_3_35_both_genders.csv,29.047472643993565,45.6176727486053,0.3826514015413891,0.06809548065469681,25208.975962464647,17.523901725395945,0.01757196879915597
MLH1,"Q3Y, Start age: 40",3,40,D_matrix_MLH1_3_40_both_genders.csv,28.864802901579463,45.315784153194095,0.4053099192936233,0.07951054399273448,26099.963605354285,14.264915014603355,0.014655305573376685
MLH1,"Q4Y, Start age: 25",4,25,D_matrix_MLH1_4_25_both_genders.csv,28.723741115086074,45.15160552707676,0.5717016475908853,0.10758030390061642,34025.15130844261,19.94583739163535,0.019809442860333794
MLH1,"Q4Y, Start age: 30",4,30,D_matrix_MLH1_4_30_both_genders.csv,28.63398529315259,44.991586199201606,0.577106808548292,0.1120896329015391,33083.79162131569,16.151397408900397,0.016478864818437453
MLH1,"Q4Y, Start age: 35",4,35,D_matrix_MLH1_4_35_both_genders.csv,28.54850130208495,44.84403162480855,0.5837286825177255,0.11679479125653862,32485.952580869,13.623810251663377,0.014146545661770815
MLH1,"Q4Y, Start age: 40",4,40,D_matrix_MLH1_4_40_both_genders.csv,28.44933914606012,44.67193349562937,0.5930049133240102,0.12305275672578388,32385.75863376262,11.537344413472432,0.012201704511810605
MLH1,"Q5Y, Start age: 25",5,25,D_matrix_MLH1_5_25_both_genders.csv,28.319623577275422,44.51769403227427,0.6798773567590954,0.13953430958651974,38809.30987021026,16.968570645929667,0.01722483466720047
MLH1,"Q5Y, Start age: 30",5,30,D_matrix_MLH1_5_30_both_genders.csv,28.281254211757364,44.44097713982464,0.6817554485690308,0.1417895144044227,38139.81543877412,13.308367993080635,0.014007815723860895
MLH1,"Q5Y, Start age: 35",5,35,D_matrix_MLH1_5_35_both_genders.csv,28.234622092224136,44.3523279342955,0.6849825508615206,0.14465365563181856,37045.378842036116,10.905025724387093,0.01177641235858956
MLH1,"Q5Y, Start age: 40",5,40,D_matrix_MLH1_5_40_both_genders.csv,28.189053283067643,44.264357600114245,0.6886239437739338,0.14798101454500653,36321.09236090218,9.037114346086568,0.010028183066832435
MSH2,"Q1Y, Start age: 25",1,25,D_matrix_MSH2_1_25_both_genders.csv,29.702405636475795,46.73431164984237,0.1327080724564352,0.015677296775525044,28233.462082314916,44.81649746137495,0.04027602297809641
MSH2,"Q1Y, Start age: 30",1,30,D_matrix_MSH2_1_30_both_genders.csv,29.631140334338035,46.58878195059718,0.1422609374045041,0.02036220398205388,25506.669198085798,38.423741130354934,0.03492254684319425
MSH2,"Q1Y, Start age: 35",1,35,D_matrix_MSH2_1_35_both_genders.csv,29.575462511804723,46.466774349089256,0.15233931909333567,0.024815242416485382,22407.290866439205,33.157346042335064,0.030456391639238387
MSH2,"Q1Y, Start age: 40",1,40,D_matrix_MSH2_1_40_both_genders.csv,29.472256289213853,46.26780631337812,0.1712292896464111,0.032817920639273655,20388.14009554357,27.754784030712166,0.025879120673315967
