gene,Strategy,csy interval,csy start age,run type,QALYs,Life-years,CRC incidence,CRC death,cost,colonoscopies,csy comps,cost per QALY,icers
MSH2,"Q1Y, Start age: 25",1,25,D_matrix_MSH2_1_25_both_genders.csv,28.47694264493671,46.74272383780567,0.12801056311342202,0.015121931749165532,28579.31937584639,44.89790089799101,0.040347239676166755,1003.5950745199777,10906.2
MSH2,"Q1Y, Start age: 30",1,30,D_matrix_MSH2_1_30_both_genders.csv,28.203342712822458,46.57574887297547,0.147371971723563,0.021045315259292,26076.353262362707,38.34635388648109,0.03485378996825043,924.5837817127709,dominated
MSH2,"Q1Y, Start age: 35",1,35,D_matrix_MSH2_1_35_both_genders.csv,27.95214953519004,46.469208131089204,0.16099045134049206,0.025312481653537968,22855.82076082938,33.09532216610805,0.03040261749340957,817.6766774968526,5665.7
MSH2,"Q1Y, Start age: 40",1,40,D_matrix_MSH2_1_40_both_genders.csv,27.36725061593798,46.31287683895888,0.16946985126081435,0.031200994783746563,20363.515125118472,27.88472000317295,0.026002007938804177,744.0833356222962,dominated
MSH2,"Q2Y, Start age: 25",2,25,D_matrix_MSH2_2_25_both_genders.csv,27.08377858524184,46.64765624155169,0.1645183489502351,0.02118933001389685,21842.87448564707,32.00359000675724,0.029992248794972524,806.4928760549468,dominated
MSH2,"Q2Y, Start age: 30",2,30,D_matrix_MSH2_2_30_both_genders.csv,26.933069199380913,46.48841156889135,0.1694382789474843,0.025807816961727008,20257.808061548934,27.47749546524614,0.026123172558716812,752.1537152555411,dominated
MSH2,"Q2Y, Start age: 35",2,35,D_matrix_MSH2_2_35_both_genders.csv,26.926205859191164,46.422118894290044,0.18481903741313746,0.02920562769235172,18661.511386660153,23.283598304667745,0.022532254142166867,693.0613055641522,dominated
MSH2,"Q2Y, Start age: 40",2,40,D_matrix_MSH2_2_40_both_genders.csv,26.768751520940526,46.22464039316782,0.1907274123850167,0.036139539393713886,17344.35901816844,20.26629383999392,0.019869672017024855,647.9330574905738,dominated
MSH2,"Q3Y, Start age: 25",3,25,D_matrix_MSH2_3_25_both_genders.csv,27.055879506993804,46.57373176997438,0.18412555584952792,0.025673440259538462,19845.20455278279,27.607042209551164,0.026458781936107546,733.4895377418025,dominated
MSH2,"Q3Y, Start age: 30",3,30,D_matrix_MSH2_3_30_both_genders.csv,26.91713290055858,46.44752427166086,0.1959181020023336,0.030228086338661638,18905.593553039762,23.678212717006534,0.023071274940499896,702.3628267870771,dominated
MSH2,"Q3Y, Start age: 35",3,35,D_matrix_MSH2_3_35_both_genders.csv,26.904343618266154,46.358844616674084,0.19470406473704036,0.03261948144043951,16991.244454007116,20.206829951970764,0.020053797300083904,631.5427982592096,dominated
MSH2,"Q3Y, Start age: 40",3,40,D_matrix_MSH2_3_40_both_genders.csv,26.805123793257344,46.269529417615765,0.2043485271893212,0.03671194202724569,16357.11419173254,17.147952345061007,0.01739322220632703,610.2234154145957,0.0
MSH2,"Q4Y, Start age: 25",4,25,D_matrix_MSH2_4_25_both_genders.csv,26.680402320075824,46.04302517137432,0.3284321760009818,0.05744707468446637,23989.91167682269,23.700972718754873,0.023160738473968396,899.1585430018549,dominated
MSH2,"Q4Y, Start age: 30",4,30,D_matrix_MSH2_4_30_both_genders.csv,26.657610515130024,46.07761700535778,0.3159102097842038,0.05536441834794944,21462.760790819215,20.150459040753706,0.020133406687438297,805.1269553449896,dominated
MSH2,"Q4Y, Start age: 35",4,35,D_matrix_MSH2_4_35_both_genders.csv,26.627529336224864,45.96817964080713,0.31631462467814303,0.05863055850401145,20531.28098760076,17.43614718470142,0.01769162178904937,771.0546753456923,dominated
MSH2,"Q4Y, Start age: 40",4,40,D_matrix_MSH2_4_40_both_genders.csv,26.475508228734448,45.79758735352781,0.3440186699823617,0.06663518996332768,20757.779090659915,15.004093000401864,0.015477233013706123,784.0370394903711,dominated
MSH2,"Q5Y, Start age: 25",5,25,D_matrix_MSH2_5_25_both_genders.csv,26.45209450724773,45.71771640282074,0.4157302314333482,0.07729846630106907,26512.8126028414,21.402013733020645,0.021222030370880326,1002.295398406997,dominated
MSH2,"Q5Y, Start age: 30",5,30,D_matrix_MSH2_5_30_both_genders.csv,26.340477770303078,45.634267249935654,0.4311437705107736,0.08151915092468859,26125.89007006774,17.37472119395642,0.017740903891032916,991.8533102509906,dominated
MSH2,"Q5Y, Start age: 35",5,35,D_matrix_MSH2_5_35_both_genders.csv,26.408214401070882,45.66561210574437,0.4170534975234797,0.07923081758932428,23910.693876922032,14.99844196165141,0.015616708182909514,905.4263765729056,dominated
MSH2,"Q5Y, Start age: 40",5,40,D_matrix_MSH2_5_40_both_genders.csv,26.262061083458843,45.49904980625595,0.441166292927474,0.08712368179565093,24057.69951707938,12.568671845651913,0.013388138131465083,916.0628878527787,dominated
